FIPS Code,County Name,State,Estimated hesitant,Estimated hesitant or unsure,Estimated strongly hesitant,Social Vulnerability Index (SVI),SVI Category,CVAC level of concern for vaccination rollout,CVAC Level Of Concern,Percent adults fully vaccinated against COVID-19 (as of 6/10/21),Percent Hispanic,Percent non-Hispanic American Indian/Alaska Native,Percent non-Hispanic Asian,Percent non-Hispanic Black,Percent non-Hispanic Native Hawaiian/Pacific Islander,Percent non-Hispanic White,Geographical Point,State Code
39137,"Putnam County, Ohio",OHIO,0.1285,0.1778,0.0765,0.02,Very Low Vulnerability,0.09,Very Low Concern,0.49,0.062,0.0001,0.0016,0.0039,0,0.9201,POINT (-82.70936 40.415534),OH
40115,"Ottawa County, Oklahoma",OKLAHOMA,0.2003,0.2636,0.1386,0.96,Very High Vulnerability,0.77,High Concern,0.273,0.0572,0.1773,0.0072,0.0108,0.0068,0.6501,POINT (-97.508297 35.583449),OK
40025,"Cimarron County, Oklahoma",OKLAHOMA,0.1971,0.2577,0.1392,0.45,Moderate Vulnerability,0.73,High Concern,0.266,0.224,0.0037,0.0028,0.0018,0,0.7663,POINT (-97.508297 35.583449),OK
40059,"Harper County, Oklahoma",OKLAHOMA,0.1971,0.2577,0.1392,0.32,Low Vulnerability,0.6,High Concern,0.409,0.2231,0.0037,0,0.0003,0,0.7582,POINT (-97.508297 35.583449),OK
39133,"Portage County, Ohio",OHIO,0.1343,0.1879,0.0802,0.25,Low Vulnerability,0.14,Very Low Concern,0.491,0.0185,0.0015,0.0179,0.0397,0.0001,0.8958,POINT (-82.70936 40.415534),OH
41025,"Harney County, Oregon",OREGON,0.1222,0.1569,0.0919,0.71,High Vulnerability,0.43,Moderate Concern,0.385,0.0511,0.0138,0,0.0048,0.0003,0.8704,POINT (-120.605279 43.940449),OR
39163,"Vinton County, Ohio",OHIO,0.1686,0.2337,0.1043,0.72,High Vulnerability,0.49,Moderate Concern,0.343,0.0069,0.0005,0.0018,0.0026,0,0.9651,POINT (-82.70936 40.415534),OH
39123,"Ottawa County, Ohio",OHIO,0.1216,0.1683,0.0722,0.15,Very Low Vulnerability,0.09,Very Low Concern,0.545,0.0505,0.0027,0.0021,0.0122,0,0.9229,POINT (-82.70936 40.415534),OH
40069,"Johnston County, Oklahoma",OKLAHOMA,0.2029,0.2652,0.1411,0.85,Very High Vulnerability,0.76,High Concern,0.358,0.0541,0.0689,0.0009,0.0184,0,0.6952,POINT (-97.508297 35.583449),OK
41057,"Tillamook County, Oregon",OREGON,0.1132,0.1414,0.0851,0.66,High Vulnerability,0.61,High Concern,0.573,0.1033,0.0089,0.0069,0.0039,0.0047,0.8435,POINT (-120.605279 43.940449),OR
40011,"Blaine County, Oklahoma",OKLAHOMA,0.1971,0.2577,0.1392,0.67,High Vulnerability,0.63,High Concern,0.392,0.1112,0.0711,0.0002,0.0395,0,0.7269,POINT (-97.508297 35.583449),OK
40123,"Pontotoc County, Oklahoma",OKLAHOMA,0.2038,0.2661,0.1419,0.65,High Vulnerability,0.5,Moderate Concern,0.442,0.0537,0.1248,0.0078,0.0242,0.0009,0.654,POINT (-97.508297 35.583449),OK
40099,"Murray County, Oklahoma",OKLAHOMA,0.2075,0.2698,0.1452,0.71,High Vulnerability,0.73,High Concern,0.396,0.0663,0.0977,0.0062,0.0158,0,0.7201,POINT (-97.508297 35.583449),OK
40133,"Seminole County, Oklahoma",OKLAHOMA,0.187,0.2529,0.1307,0.93,Very High Vulnerability,0.83,Very High Concern,0.42,0.0514,0.1969,0.0054,0.0468,0.0001,0.6443,POINT (-97.508297 35.583449),OK
40005,"Atoka County, Oklahoma",OKLAHOMA,0.2029,0.2652,0.1411,0.81,Very High Vulnerability,0.94,Very High Concern,0.303,0.0352,0.101,0.0072,0.0356,0.0007,0.7098,POINT (-97.508297 35.583449),OK
39153,"Summit County, Ohio",OHIO,0.128,0.1827,0.0758,0.33,Low Vulnerability,0.08,Very Low Concern,0.551,0.0214,0.0017,0.034,0.1438,0.0001,0.7697,POINT (-82.70936 40.415534),OH
40035,"Craig County, Oklahoma",OKLAHOMA,0.2003,0.2636,0.1386,0.85,Very High Vulnerability,0.82,Very High Concern,0.435,0.037,0.2128,0.0083,0.0306,0.0008,0.6334,POINT (-97.508297 35.583449),OK
40153,"Woodward County, Oklahoma",OKLAHOMA,0.1971,0.2577,0.1392,0.57,Moderate Vulnerability,0.52,Moderate Concern,0.323,0.1285,0.0165,0.0027,0.0127,0.0001,0.7984,POINT (-97.508297 35.583449),OK
41049,"Morrow County, Oregon",OREGON,0.1146,0.1431,0.0869,0.76,High Vulnerability,0.52,Moderate Concern,0.469,0.365,0.005,0.0062,0.0023,0.0051,0.5926,POINT (-120.605279 43.940449),OR
39147,"Seneca County, Ohio",OHIO,0.1468,0.2064,0.088,0.38,Low Vulnerability,0.28,Low Concern,0.444,0.0512,0.001,0.0062,0.0282,0,0.8979,POINT (-82.70936 40.415534),OH
39117,"Morrow County, Ohio",OHIO,0.1586,0.2197,0.0961,0.19,Very Low Vulnerability,0.32,Low Concern,0.38,0.0148,0.0011,0.0011,0.0089,0,0.9593,POINT (-82.70936 40.415534),OH
40075,"Kiowa County, Oklahoma",OKLAHOMA,0.176,0.2373,0.1216,0.65,High Vulnerability,0.9,Very High Concern,0.464,0.1181,0.0475,0.0064,0.034,0.001,0.7422,POINT (-97.508297 35.583449),OK
41009,"Columbia County, Oregon",OREGON,0.1132,0.1414,0.0851,0.4,Moderate Vulnerability,0.58,Moderate Concern,0.494,0.0516,0.0093,0.0098,0.0045,0.0017,0.8852,POINT (-120.605279 43.940449),OR
40041,"Delaware County, Oklahoma",OKLAHOMA,0.2003,0.2636,0.1386,0.77,High Vulnerability,0.73,High Concern,0.273,0.0381,0.2194,0.0123,0.0046,0.0008,0.6371,POINT (-97.508297 35.583449),OK
40089,"McCurtain County, Oklahoma",OKLAHOMA,0.206,0.2715,0.1436,0.91,Very High Vulnerability,0.96,Very High Concern,0.268,0.0606,0.1231,0.0083,0.0787,0.0111,0.6206,POINT (-97.508297 35.583449),OK
39173,"Wood County, Ohio",OHIO,0.1252,0.1753,0.0741,0.17,Very Low Vulnerability,0.08,Very Low Concern,0.573,0.0555,0.0015,0.0166,0.0257,0.0004,0.8829,POINT (-82.70936 40.415534),OH
41063,"Wallowa County, Oregon",OREGON,0.1148,0.1453,0.088,0.5,Moderate Vulnerability,0.51,Moderate Concern,0.536,0.031,0.0106,0.0026,0.0017,0.0013,0.9293,POINT (-120.605279 43.940449),OR
39161,"Van Wert County, Ohio",OHIO,0.1341,0.1849,0.0798,0.17,Very Low Vulnerability,0.16,Very Low Concern,0.264,0.034,0.0001,0.0029,0.0131,0,0.9391,POINT (-82.70936 40.415534),OH
40027,"Cleveland County, Oklahoma",OKLAHOMA,0.1651,0.2175,0.1123,0.34,Low Vulnerability,0.38,Low Concern,0.42,0.0869,0.0385,0.044,0.0463,0.0006,0.7173,POINT (-97.508297 35.583449),OK
39139,"Richland County, Ohio",OHIO,0.1532,0.2141,0.0933,0.62,High Vulnerability,0.3,Low Concern,0.396,0.0191,0.001,0.0079,0.088,0.0002,0.8548,POINT (-82.70936 40.415534),OH
40139,"Texas County, Oklahoma",OKLAHOMA,0.1971,0.2577,0.1392,0.82,Very High Vulnerability,0.78,High Concern,0.367,0.4591,0.0127,0.0332,0.0245,0.0002,0.4397,POINT (-97.508297 35.583449),OK
39109,"Miami County, Ohio",OHIO,0.1411,0.1956,0.0842,0.12,Very Low Vulnerability,0.13,Very Low Concern,0.44,0.0168,0.0011,0.0125,0.0202,0.0001,0.9229,POINT (-82.70936 40.415534),OH
41023,"Grant County, Oregon",OREGON,0.1146,0.1431,0.0869,0.55,Moderate Vulnerability,0.57,Moderate Concern,0.411,0.0378,0.0134,0.0077,0.001,0.0024,0.9146,POINT (-120.605279 43.940449),OR
41043,"Linn County, Oregon",OREGON,0.107,0.1345,0.0804,0.68,High Vulnerability,0.56,Moderate Concern,0.471,0.0911,0.0071,0.0105,0.0049,0.001,0.8491,POINT (-120.605279 43.940449),OR
40083,"Logan County, Oklahoma",OKLAHOMA,0.1905,0.2494,0.1324,0.3,Low Vulnerability,0.49,Moderate Concern,0.268,0.0619,0.0348,0.0033,0.0816,0.0003,0.7765,POINT (-97.508297 35.583449),OK
40113,"Osage County, Oklahoma",OKLAHOMA,0.1871,0.2429,0.1303,0.62,High Vulnerability,0.62,High Concern,0.238,0.0361,0.1236,0.0041,0.1111,0.0003,0.6338,POINT (-97.508297 35.583449),OK
41033,"Josephine County, Oregon",OREGON,0.1209,0.1537,0.0909,0.66,High Vulnerability,0.5,Moderate Concern,0.418,0.0743,0.0108,0.0098,0.0046,0.0006,0.869,POINT (-120.605279 43.940449),OR
40019,"Carter County, Oklahoma",OKLAHOMA,0.2075,0.2698,0.1452,0.79,High Vulnerability,0.56,Moderate Concern,0.364,0.0728,0.0725,0.0124,0.065,0.0004,0.7002,POINT (-97.508297 35.583449),OK
39131,"Pike County, Ohio",OHIO,0.1686,0.2337,0.1043,0.8,High Vulnerability,0.34,Low Concern,0.392,0.0045,0.0054,0.0008,0.0167,0,0.9518,POINT (-82.70936 40.415534),OH
40061,"Haskell County, Oklahoma",OKLAHOMA,0.206,0.2715,0.1436,0.87,Very High Vulnerability,0.85,Very High Concern,0.344,0.0441,0.0914,0.0071,0.0072,0.0002,0.7043,POINT (-97.508297 35.583449),OK
40049,"Garvin County, Oklahoma",OKLAHOMA,0.2075,0.2698,0.1452,0.51,Moderate Vulnerability,0.5,Moderate Concern,0.414,0.0885,0.0535,0.0031,0.0219,0,0.7551,POINT (-97.508297 35.583449),OK
40105,"Nowata County, Oklahoma",OKLAHOMA,0.2003,0.2636,0.1386,0.59,Moderate Vulnerability,0.75,High Concern,0.305,0.0308,0.15,0.0015,0.0245,0.0018,0.6672,POINT (-97.508297 35.583449),OK
40147,"Washington County, Oklahoma",OKLAHOMA,0.1959,0.2544,0.1373,0.44,Moderate Vulnerability,0.46,Moderate Concern,0.332,0.0601,0.1032,0.0221,0.027,0.0002,0.7279,POINT (-97.508297 35.583449),OK
41015,"Curry County, Oregon",OREGON,0.1209,0.1537,0.0909,0.49,Moderate Vulnerability,0.43,Moderate Concern,0.453,0.0712,0.0108,0.0052,0.0044,0,0.8625,POINT (-120.605279 43.940449),OR
40091,"McIntosh County, Oklahoma",OKLAHOMA,0.1982,0.262,0.1376,0.78,High Vulnerability,0.78,High Concern,0.459,0.028,0.1598,0.0011,0.0268,0,0.6788,POINT (-97.508297 35.583449),OK
40125,"Pottawatomie County, Oklahoma",OKLAHOMA,0.1902,0.2476,0.1322,0.78,High Vulnerability,0.61,High Concern,0.374,0.0517,0.1394,0.0065,0.034,0.0009,0.7239,POINT (-97.508297 35.583449),OK
42133,"York County, Pennsylvania",PENNSYLVANIA,0.1125,0.1566,0.0738,0.33,Low Vulnerability,0.1,Very Low Concern,0.511,0.0746,0.0015,0.0149,0.0537,0.0004,0.8342,POINT (-77.838886 40.896694),PA
46037,"Day County, South Dakota",SOUTH DAKOTA,0.1018,0.1485,0.0747,0.18,Very Low Vulnerability,0.35,Low Concern,0.511,0.0226,0.0993,0.0013,0,0,0.8593,POINT (-100.230491 44.43614),SD
45053,"Jasper County, South Carolina",SOUTH CAROLINA,0.1213,0.1858,0.0679,0.94,Very High Vulnerability,0.82,Very High Concern,0.245,0.1344,0.0016,0.0042,0.4156,0,0.4279,POINT (-80.864614 33.878572),SC
41067,"Washington County, Oregon",OREGON,0.0862,0.107,0.0639,0.32,Low Vulnerability,0.45,Moderate Concern,0.637,0.1666,0.0026,0.1053,0.0195,0.0041,0.6573,POINT (-120.605279 43.940449),OR
45027,"Clarendon County, South Carolina",SOUTH CAROLINA,0.1524,0.2446,0.0863,0.98,Very High Vulnerability,0.81,Very High Concern,0.368,0.031,0.0009,0.0059,0.4723,0,0.4772,POINT (-80.864614 33.878572),SC
45081,"Saluda County, South Carolina",SOUTH CAROLINA,0.1512,0.2263,0.0862,0.79,High Vulnerability,0.76,High Concern,0.251,0.1545,0.001,0,0.2493,0,0.5827,POINT (-80.864614 33.878572),SC
42005,"Armstrong County, Pennsylvania",PENNSYLVANIA,0.1257,0.1777,0.084,0.25,Low Vulnerability,0.24,Low Concern,0.528,0.0077,0.0004,0.0031,0.0083,0,0.9708,POINT (-77.838886 40.896694),PA
45091,"York County, South Carolina",SOUTH CAROLINA,0.1316,0.1985,0.0727,0.37,Low Vulnerability,0.41,Moderate Concern,0.353,0.0551,0.0074,0.0211,0.1913,0.0003,0.7048,POINT (-80.864614 33.878572),SC
42015,"Bradford County, Pennsylvania",PENNSYLVANIA,0.1235,0.1733,0.0818,0.35,Low Vulnerability,0.16,Very Low Concern,0.369,0.0148,0.0005,0.0072,0.0051,0.0016,0.9569,POINT (-77.838886 40.896694),PA
42107,"Schuylkill County, Pennsylvania",PENNSYLVANIA,0.1244,0.1756,0.0819,0.45,Moderate Vulnerability,0.24,Low Concern,0.522,0.044,0.0013,0.0048,0.029,0.0001,0.91,POINT (-77.838886 40.896694),PA
46045,"Edmunds County, South Dakota",SOUTH DAKOTA,0.1018,0.1485,0.0747,0.03,Very Low Vulnerability,0.04,Very Low Concern,0.333,0.0246,0.0077,0.0005,0.0018,0,0.9609,POINT (-100.230491 44.43614),SD
42079,"Luzerne County, Pennsylvania",PENNSYLVANIA,0.117,0.1673,0.076,0.61,High Vulnerability,0.19,Very Low Concern,0.535,0.119,0.0013,0.0121,0.0372,0.0002,0.8153,POINT (-77.838886 40.896694),PA
42043,"Dauphin County, Pennsylvania",PENNSYLVANIA,0.1052,0.1528,0.0691,0.5,Moderate Vulnerability,0.12,Very Low Concern,0.542,0.0924,0.0013,0.0437,0.1803,0,0.6575,POINT (-77.838886 40.896694),PA
42069,"Lackawanna County, Pennsylvania",PENNSYLVANIA,0.1152,0.1668,0.0755,0.53,Moderate Vulnerability,0.11,Very Low Concern,0.639,0.0752,0.0003,0.028,0.0258,0.0004,0.852,POINT (-77.838886 40.896694),PA
42045,"Delaware County, Pennsylvania",PENNSYLVANIA,0.0993,0.1417,0.065,0.41,Moderate Vulnerability,0.06,Very Low Concern,0.626,0.038,0.0012,0.0568,0.211,0.0001,0.6681,POINT (-77.838886 40.896694),PA
42099,"Perry County, Pennsylvania",PENNSYLVANIA,0.1216,0.1702,0.0816,0.11,Very Low Vulnerability,0.21,Low Concern,0.427,0.0204,0.002,0.0035,0.0092,0,0.9532,POINT (-77.838886 40.896694),PA
42023,"Cameron County, Pennsylvania",PENNSYLVANIA,0.1296,0.1825,0.086,0.3,Low Vulnerability,0.3,Low Concern,0.542,0.0111,0.0004,0.0085,0.0004,0,0.9573,POINT (-77.838886 40.896694),PA
45071,"Newberry County, South Carolina",SOUTH CAROLINA,0.1516,0.2374,0.0859,0.92,Very High Vulnerability,0.67,High Concern,0.416,0.0747,0.0035,0.0024,0.3105,0,0.5991,POINT (-80.864614 33.878572),SC
46011,"Brookings County, South Dakota",SOUTH DAKOTA,0.1018,0.1463,0.0753,0.16,Very Low Vulnerability,0.3,Low Concern,0.402,0.0307,0.0104,0.0301,0.0131,0,0.9023,POINT (-100.230491 44.43614),SD
42035,"Clinton County, Pennsylvania",PENNSYLVANIA,0.1252,0.1779,0.0833,0.49,Moderate Vulnerability,0.39,Low Concern,0.381,0.0152,0.0012,0.0083,0.0175,0.0001,0.9517,POINT (-77.838886 40.896694),PA
42087,"Mifflin County, Pennsylvania",PENNSYLVANIA,0.1356,0.1897,0.0925,0.47,Moderate Vulnerability,0.45,Moderate Concern,0.456,0.0156,0.002,0.0033,0.0052,0.0001,0.9588,POINT (-77.838886 40.896694),PA
45037,"Edgefield County, South Carolina",SOUTH CAROLINA,0.1467,0.226,0.0824,0.85,Very High Vulnerability,0.75,High Concern,0.453,0.0596,0.0029,0.0019,0.3507,0.0004,0.5669,POINT (-80.864614 33.878572),SC
42109,"Snyder County, Pennsylvania",PENNSYLVANIA,0.1356,0.1897,0.0925,0.23,Low Vulnerability,0.37,Low Concern,0.387,0.0214,0.0007,0.0068,0.0092,0,0.9508,POINT (-77.838886 40.896694),PA
45007,"Anderson County, South Carolina",SOUTH CAROLINA,0.1463,0.2228,0.0823,0.7,High Vulnerability,0.53,Moderate Concern,0.339,0.0375,0.0016,0.0093,0.1558,0.0003,0.7735,POINT (-80.864614 33.878572),SC
42053,"Forest County, Pennsylvania",PENNSYLVANIA,0.1305,0.1849,0.0878,0.71,High Vulnerability,0.54,Moderate Concern,0.627,0.0554,0.0004,0.0011,0.2535,0,0.6699,POINT (-77.838886 40.896694),PA
45063,"Lexington County, South Carolina",SOUTH CAROLINA,0.1426,0.2164,0.08,0.44,Moderate Vulnerability,0.27,Low Concern,0.429,0.0601,0.0027,0.0187,0.1466,0.0007,0.7485,POINT (-80.864614 33.878572),SC
46003,"Aurora County, South Dakota",SOUTH DAKOTA,0.1018,0.1463,0.0753,0.27,Low Vulnerability,0.22,Low Concern,0.448,0.0731,0.0199,0,0.0166,0,0.8827,POINT (-100.230491 44.43614),SD
45019,"Charleston County, South Carolina",SOUTH CAROLINA,0.1251,0.1911,0.0687,0.32,Low Vulnerability,0.37,Low Concern,0.537,0.0513,0.0018,0.015,0.2653,0.0007,0.6453,POINT (-80.864614 33.878572),SC
46055,"Haakon County, South Dakota",SOUTH DAKOTA,0.1365,0.2068,0.0967,0.36,Low Vulnerability,0.42,Moderate Concern,0.292,0.0064,0.0748,0,0.0005,0,0.892,POINT (-100.230491 44.43614),SD
42117,"Tioga County, Pennsylvania",PENNSYLVANIA,0.1235,0.1733,0.0818,0.32,Low Vulnerability,0.16,Very Low Concern,0.376,0.0127,0.0006,0.0053,0.0069,0.0003,0.9608,POINT (-77.838886 40.896694),PA
46025,"Clark County, South Dakota",SOUTH DAKOTA,0.1018,0.1485,0.0747,0.17,Very Low Vulnerability,0.36,Low Concern,0.542,0.0326,0.0016,0.0046,0.0008,0,0.936,POINT (-100.230491 44.43614),SD
45029,"Colleton County, South Carolina",SOUTH CAROLINA,0.1476,0.2402,0.0838,0.8,Very High Vulnerability,0.69,High Concern,0.351,0.0321,0.0081,0.0013,0.3825,0,0.566,POINT (-80.864614 33.878572),SC
46027,"Clay County, South Dakota",SOUTH DAKOTA,0.1025,0.1467,0.0742,0.25,Low Vulnerability,0.22,Low Concern,0.567,0.03,0.0302,0.0289,0.0166,0,0.873,POINT (-100.230491 44.43614),SD
45083,"Spartanburg County, South Carolina",SOUTH CAROLINA,0.1443,0.223,0.0814,0.76,High Vulnerability,0.45,Moderate Concern,0.334,0.0684,0.0014,0.0235,0.2024,0.0002,0.6834,POINT (-80.864614 33.878572),SC
41069,"Wheeler County, Oregon",OREGON,0.1146,0.1431,0.0869,0.39,Low Vulnerability,0.41,Moderate Concern,0.508,0.0862,0.0064,0.0028,0,0.0014,0.8728,POINT (-120.605279 43.940449),OR
44009,"Washington County, Rhode Island",RHODE ISLAND,0.0628,0.0826,0.0474,0.09,Very Low Vulnerability,0,Very Low Concern,0.668,0.032,0.0072,0.0191,0.0126,0.0008,0.9092,POINT (-71.534637 41.572574),RI
42007,"Beaver County, Pennsylvania",PENNSYLVANIA,0.1091,0.1534,0.071,0.25,Low Vulnerability,0.07,Very Low Concern,0.39,0.016,0.0006,0.0052,0.0573,0.0006,0.8947,POINT (-77.838886 40.896694),PA
42115,"Susquehanna County, Pennsylvania",PENNSYLVANIA,0.1196,0.1661,0.0788,0.21,Low Vulnerability,0.21,Low Concern,0.407,0.0172,0.0002,0.0038,0.0063,0,0.9626,POINT (-77.838886 40.896694),PA
45085,"Sumter County, South Carolina",SOUTH CAROLINA,0.1524,0.2446,0.0863,0.97,Very High Vulnerability,0.72,High Concern,0.375,0.0396,0.0023,0.0137,0.4661,0.0005,0.4517,POINT (-80.864614 33.878572),SC
45021,"Cherokee County, South Carolina",SOUTH CAROLINA,0.1516,0.2374,0.0859,0.7,High Vulnerability,0.86,Very High Concern,0.26,0.0436,0.001,0.0058,0.2003,0.0004,0.7278,POINT (-80.864614 33.878572),SC
45055,"Kershaw County, South Carolina",SOUTH CAROLINA,0.1375,0.216,0.0761,0.5,Moderate Vulnerability,0.55,Moderate Concern,0.419,0.0443,0.0018,0.0018,0.2331,0.0014,0.6878,POINT (-80.864614 33.878572),SC
42051,"Fayette County, Pennsylvania",PENNSYLVANIA,0.1373,0.1957,0.0914,0.62,High Vulnerability,0.26,Low Concern,0.514,0.0123,0.0002,0.0036,0.0415,0.0006,0.9176,POINT (-77.838886 40.896694),PA
42071,"Lancaster County, Pennsylvania",PENNSYLVANIA,0.1133,0.1574,0.076,0.46,Moderate Vulnerability,0.27,Low Concern,0.555,0.1048,0.0009,0.0218,0.0349,0.0002,0.8198,POINT (-77.838886 40.896694),PA
44001,"Bristol County, Rhode Island",RHODE ISLAND,0.0628,0.0828,0.0475,0.12,Very Low Vulnerability,0.01,Very Low Concern,0.679,0.0305,0.0007,0.0206,0.0126,0,0.9142,POINT (-71.534637 41.572574),RI
42037,"Columbia County, Pennsylvania",PENNSYLVANIA,0.1185,0.1676,0.0781,0.28,Low Vulnerability,0.16,Very Low Concern,0.529,0.0275,0.0012,0.0112,0.0171,0.0003,0.9321,POINT (-77.838886 40.896694),PA
46035,"Davison County, South Dakota",SOUTH DAKOTA,0.1018,0.1463,0.0753,0.23,Low Vulnerability,0.15,Very Low Concern,0.419,0.0312,0.0195,0.0073,0.0137,0,0.9059,POINT (-100.230491 44.43614),SD
42061,"Huntingdon County, Pennsylvania",PENNSYLVANIA,0.128,0.1796,0.0849,0.49,Moderate Vulnerability,0.2,Very Low Concern,0.428,0.0197,0.0017,0.0058,0.0526,0.0001,0.9054,POINT (-77.838886 40.896694),PA
45035,"Dorchester County, South Carolina",SOUTH CAROLINA,0.1455,0.2246,0.0804,0.42,Moderate Vulnerability,0.42,Moderate Concern,0.403,0.0538,0.0038,0.0181,0.2482,0.0013,0.6421,POINT (-80.864614 33.878572),SC
42125,"Washington County, Pennsylvania",PENNSYLVANIA,0.1111,0.1548,0.0727,0.17,Very Low Vulnerability,0.03,Very Low Concern,0.543,0.0171,0.0004,0.0095,0.0304,0.0004,0.9218,POINT (-77.838886 40.896694),PA
45045,"Greenville County, South Carolina",SOUTH CAROLINA,0.1351,0.2046,0.0756,0.5,Moderate Vulnerability,0.3,Low Concern,0.452,0.0915,0.0021,0.0248,0.1746,0.0027,0.6834,POINT (-80.864614 33.878572),SC
42013,"Blair County, Pennsylvania",PENNSYLVANIA,0.128,0.1796,0.0849,0.4,Low Vulnerability,0.16,Very Low Concern,0.452,0.0127,0.0013,0.0061,0.016,0.0005,0.9457,POINT (-77.838886 40.896694),PA
42101,"Philadelphia County, Pennsylvania",PENNSYLVANIA,0.1096,0.1691,0.0709,0.92,Very High Vulnerability,0.31,Low Concern,0.483,0.1468,0.0021,0.0719,0.4083,0.0003,0.3448,POINT (-77.838886 40.896694),PA
46043,"Douglas County, South Dakota",SOUTH DAKOTA,0.1018,0.1463,0.0753,0.15,Very Low Vulnerability,0.26,Low Concern,0.39,0.0065,0.0212,0,0,0,0.9437,POINT (-100.230491 44.43614),SD
45069,"Marlboro County, South Carolina",SOUTH CAROLINA,0.1502,0.2317,0.0849,0.99,Very High Vulnerability,0.91,Very High Concern,0.335,0.0332,0.0292,0.0043,0.5036,0,0.3908,POINT (-80.864614 33.878572),SC
46009,"Bon Homme County, South Dakota",SOUTH DAKOTA,0.1018,0.1463,0.0753,0.24,Low Vulnerability,0.31,Low Concern,0.491,0.0273,0.0694,0.004,0.0147,0,0.8684,POINT (-100.230491 44.43614),SD
45005,"Allendale County, South Carolina",SOUTH CAROLINA,0.1476,0.2402,0.0838,0.99,Very High Vulnerability,0.82,Very High Concern,0.419,0.0335,0.0028,0.0016,0.7363,0.0004,0.2209,POINT (-80.864614 33.878572),SC
45043,"Georgetown County, South Carolina",SOUTH CAROLINA,0.1437,0.2305,0.0807,0.68,High Vulnerability,0.5,Moderate Concern,0.459,0.0307,0.0008,0.0051,0.3085,0,0.6414,POINT (-80.864614 33.878572),SC
42021,"Cambria County, Pennsylvania",PENNSYLVANIA,0.1195,0.1703,0.0786,0.49,Moderate Vulnerability,0.19,Very Low Concern,0.495,0.0163,0.0004,0.0043,0.0317,0.0003,0.9271,POINT (-77.838886 40.896694),PA
46019,"Butte County, South Dakota",SOUTH DAKOTA,0.1046,0.1513,0.0764,0.36,Low Vulnerability,0.5,Moderate Concern,0.294,0.0363,0.033,0.0012,0.0067,0,0.912,POINT (-100.230491 44.43614),SD
42077,"Lehigh County, Pennsylvania",PENNSYLVANIA,0.1082,0.1578,0.0695,0.63,High Vulnerability,0.13,Very Low Concern,0.61,0.2448,0.0008,0.0331,0.0557,0.0001,0.6442,POINT (-77.838886 40.896694),PA
46029,"Codington County, South Dakota",SOUTH DAKOTA,0.1018,0.1485,0.0747,0.24,Low Vulnerability,0.15,Very Low Concern,0.419,0.0234,0.0211,0.0054,0.0078,0,0.9276,POINT (-100.230491 44.43614),SD
44007,"Providence County, Rhode Island",RHODE ISLAND,0.0724,0.0999,0.0535,0.76,High Vulnerability,0.08,Very Low Concern,0.577,0.2278,0.0028,0.0408,0.0829,0.0008,0.6079,POINT (-71.534637 41.572574),RI
46017,"Buffalo County, South Dakota",SOUTH DAKOTA,0.1365,0.2068,0.0967,0.97,Very High Vulnerability,0.79,High Concern,0.529,0.0415,0.81,0,0.0015,0,0.1367,POINT (-100.230491 44.43614),SD
45061,"Lee County, South Carolina",SOUTH CAROLINA,0.1524,0.2446,0.0863,0.92,Very High Vulnerability,0.9,Very High Concern,0.325,0.0245,0.0001,0.0005,0.6381,0,0.3244,POINT (-80.864614 33.878572),SC
41071,"Yamhill County, Oregon",OREGON,0.1084,0.1348,0.0818,0.66,High Vulnerability,0.55,Moderate Concern,0.524,0.1587,0.0101,0.0143,0.0081,0.0025,0.7723,POINT (-120.605279 43.940449),OR
42059,"Greene County, Pennsylvania",PENNSYLVANIA,0.1229,0.174,0.0808,0.44,Moderate Vulnerability,0.2,Low Concern,0.421,0.0153,0.0003,0.0036,0.0287,0,0.9341,POINT (-77.838886 40.896694),PA
42063,"Indiana County, Pennsylvania",PENNSYLVANIA,0.1257,0.1777,0.084,0.55,Moderate Vulnerability,0.35,Low Concern,0.405,0.0129,0.0006,0.0099,0.0216,0.0001,0.9392,POINT (-77.838886 40.896694),PA
46057,"Hamlin County, South Dakota",SOUTH DAKOTA,0.1018,0.1485,0.0747,0.16,Very Low Vulnerability,0.21,Low Concern,0.381,0.043,0.0005,0.0028,0.0043,0,0.9351,POINT (-100.230491 44.43614),SD
42085,"Mercer County, Pennsylvania",PENNSYLVANIA,0.1194,0.1682,0.0796,0.54,Moderate Vulnerability,0.16,Very Low Concern,0.454,0.015,0.001,0.0072,0.0561,0,0.9018,POINT (-77.838886 40.896694),PA
42123,"Warren County, Pennsylvania",PENNSYLVANIA,0.1249,0.1764,0.0839,0.21,Low Vulnerability,0.14,Very Low Concern,0.416,0.0109,0.0011,0.0048,0.0047,0,0.9677,POINT (-77.838886 40.896694),PA
42029,"Chester County, Pennsylvania",PENNSYLVANIA,0.085,0.1158,0.0561,0.14,Very Low Vulnerability,0.02,Very Low Concern,0.581,0.0741,0.0009,0.0546,0.0561,0.0002,0.7944,POINT (-77.838886 40.896694),PA
42039,"Crawford County, Pennsylvania",PENNSYLVANIA,0.1249,0.1764,0.0839,0.51,Moderate Vulnerability,0.24,Low Concern,0.448,0.0131,0.0004,0.0054,0.0157,0.0002,0.948,POINT (-77.838886 40.896694),PA
